N1	N2	O1	O2	P1	P2	Q1	Q2	R1	R2	S1	S2	T1	T2	U1	U2	W1	W2	W3	W4	gene.names
434	333	533	278	419	346	441	214	381	104	240	338	202	335	265	98	135	203	128	121	CAGL0I02244g
1236	951	1651	935	1394	1065	1477	850	1322	430	634	1139	824	752	992	717	636	646	718	700	CAGL0I02266g
537	472	520	402	589	525	651	354	487	299	215	358	197	257	248	338	303	323	415	336	CAGL0I02288g
449	416	581	441	510	475	499	317	500	412	260	371	302	330	291	349	337	367	221	167	CAGL0I02310g
659	548	690	380	610	481	572	281	499	276	247	401	215	252	244	228	290	304	307	234	CAGL0I02332g
1453	882	2115	1572	1616	1454	1262	984	1389	692	649	1241	1225	960	1430	956	893	975	219	201	CAGL0I02354g
312	142	488	359	327	374	182	196	265	191	174	323	228	204	174	166	205	238	36	24	CAGL0I02376g
4322	2602	6712	4538	4867	4369	3400	3058	4578	1830	2320	3797	3046	2750	3498	2100	2191	2442	74	66	CAGL0I02398g
203	222	151	111	166	160	231	102	109	53	69	97	38	114	74	54	55	68	521	492	CAGL0I02420g
2341	2331	2679	1807	2419	2388	3065	2215	2324	1522	1131	1477	1028	1642	1229	927	1368	1483	2334	2274	CAGL0I02442g
553	524	578	445	624	615	516	333	445	279	224	282	360	378	343	301	316	350	406	351	CAGL0I02464g
118041	97810	119079	69414	117091	96217	96995	58299	112017	33076	56690	46122	71665	80678	65976	28335	33285	39286	65435	56432	CAGL0I02486g
485	379	534	465	460	594	349	222	251	84	275	218	132	414	174	78	227	255	334	311	CAGL0I02508g
1667	2581	1049	871	877	1150	1057	537	227	122	791	703	138	1710	277	254	514	553	3292	3422	CAGL0I02530g
897	785	1205	842	750	761	801	530	741	363	454	708	183	496	274	278	441	472	489	490	CAGL0I02552g
1948	1188	2894	2460	2838	3185	1625	1596	2056	809	1477	1866	2087	2020	1805	1046	796	973	341	311	CAGL0I02574g
0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	1	1	CAGL0I02596g
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	CAGL0I02618r
591	561	568	386	508	449	613	316	505	251	131	380	100	156	154	288	278	255	509	472	CAGL0I02662g
997	833	1743	1168	1052	943	1011	680	1008	442	690	1069	445	863	453	302	749	848	154	136	CAGL0I02684g
545	492	781	495	574	642	625	412	446	250	347	343	279	435	217	145	357	422	420	427	CAGL0I02706g
343	261	375	235	383	360	336	209	251	171	249	217	142	222	141	101	222	227	371	370	CAGL0I02728g
1218	1264	1233	899	1158	1158	1419	831	1068	608	680	866	343	850	358	283	625	715	1626	1495	CAGL0I02750g
658	535	820	612	685	650	791	470	714	419	430	581	325	517	355	262	430	504	380	454	CAGL0I02772g
298	295	219	128	206	163	292	96	181	77	126	167	111	128	200	81	101	122	457	467	CAGL0I02794g
873	688	839	669	808	804	857	629	763	410	322	543	403	415	511	418	406	434	683	686	CAGL0I02816g
1031	888	1037	706	1004	995	1017	645	980	534	330	535	488	454	490	424	313	343	692	608	CAGL0I02838g
978	832	956	780	950	979	1003	626	855	526	450	380	409	656	418	406	530	632	851	677	CAGL0I02860g
524	441	669	612	610	623	546	406	496	299	365	471	332	458	385	260	375	418	179	164	CAGL0I02882g
1238	1427	2361	1627	1384	1387	1401	628	1530	615	1345	1810	301	1952	319	230	1108	1233	642	845	CAGL0I02904g
5915	3347	8345	5256	6435	5200	5085	3743	5924	2709	2739	4674	5227	3404	5402	3370	2622	2950	268	231	CAGL0I02926g
763	540	632	609	661	810	667	493	494	426	296	315	323	480	399	417	450	513	957	873	CAGL0I02948g
1356	1390	1262	844	1422	1178	1207	636	956	437	565	501	388	769	488	339	471	548	928	929	CAGL0I02970g
1052	950	1372	1035	1198	1246	1265	974	1341	1168	700	890	866	797	890	865	869	941	323	332	CAGL0I02992g
214	179	303	235	217	320	202	171	240	177	113	150	154	163	170	166	153	207	72	84	CAGL0I03014g
1505	1310	2028	1285	2013	1912	1705	1073	1316	542	852	1093	880	1066	638	383	841	940	1236	1212	CAGL0I03036g
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	CAGL0I03058r
35	46	7	11	49	51	14	13	10	4	1	0	16	8	21	8	12	31	2	1	CAGL0I03080g
2924	2632	3637	2248	3189	2909	3144	1952	2999	1181	980	1936	898	1284	1053	974	1159	1266	1466	1290	CAGL0I03102g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I03124r
26	9	29	11	25	18	15	10	15	8	8	17	11	8	11	10	8	7	39	52	CAGL0I03168g
4296	4006	4663	3650	3351	3327	3877	2872	3890	2009	1492	1776	1638	1726	1492	1464	1878	2129	3085	3166	CAGL0I03190g
552	364	681	516	522	437	602	287	618	318	114	496	152	170	159	253	240	243	155	140	CAGL0I03212g
6073	3679	8973	6303	7030	5938	4983	3838	7967	2241	3119	5252	6372	3918	6979	2589	2278	2989	248	235	CAGL0I03234g
437	373	411	354	404	498	458	307	436	291	173	268	200	239	193	189	166	226	176	169	CAGL0I03256g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	CAGL0I03278r
866	647	1064	780	957	883	783	553	750	535	356	572	585	478	603	604	513	574	678	615	CAGL0I03300g
10003	8041	16934	11269	12755	12977	11201	8100	13249	4984	6760	8174	7959	8792	5532	2963	6286	6773	3288	3060	CAGL0I03322g
1486	819	2021	1640	1626	1740	1060	1065	1401	1066	635	860	1353	809	1389	1494	1065	1263	142	132	CAGL0I03344g
1409	951	2086	1797	1570	1843	1279	1225	1583	1267	753	983	1270	1119	1374	1440	1248	1463	256	259	CAGL0I03366g
605	527	748	575	648	629	619	520	579	396	265	317	279	371	268	284	327	382	219	196	CAGL0I03388g
1814	1623	1775	1182	1707	1608	1898	1030	1751	816	728	1204	705	1053	921	707	816	808	947	869	CAGL0I03410g
71	77	70	59	61	65	52	34	65	24	34	33	21	33	18	24	27	27	44	40	CAGL0I03432g
2305	2154	2777	1953	2381	2231	2697	1580	2248	1043	1271	1392	1504	1815	1421	765	1130	1321	1462	1430	CAGL0I03454g
979	608	731	574	676	822	568	538	698	288	237	315	323	279	330	291	326	361	454	449	CAGL0I03476g
1011	838	1003	747	920	989	1109	722	743	689	367	460	475	582	497	633	606	671	1457	1371	CAGL0I03498g
249	227	337	220	321	271	295	203	236	205	171	258	159	206	102	75	193	213	229	205	CAGL0I03520g
856	701	983	666	854	801	756	619	777	438	357	503	443	522	465	378	484	501	369	315	CAGL0I03542g
703	526	770	537	725	691	574	317	540	337	252	343	379	381	429	400	319	354	458	416	CAGL0I03564g
13	8	12	13	16	12	11	2	6	3	4	6	4	2	5	10	6	10	4	2	CAGL0I03586g
3066	1675	4943	3514	3481	3085	2829	2380	3478	1914	1428	3162	2637	1702	2713	2201	1893	2051	110	120	CAGL0I03608g
1742	1172	2641	2025	1825	2050	1631	1588	2008	1820	804	1497	1422	972	1325	1895	1423	1563	145	149	CAGL0I03630g
315	348	292	192	307	290	431	209	273	105	102	221	76	167	111	75	151	188	524	450	CAGL0I03652g
3496	3400	4144	2627	3568	3268	4730	3352	3717	2390	1290	2534	1011	1769	1428	1451	1949	1966	3396	3171	CAGL0I03674g
237	260	200	151	222	259	282	142	186	84	75	143	58	107	73	63	80	77	387	352	CAGL0I03696g
6997	6284	7801	4907	6458	5924	7197	3839	6623	2237	3267	4471	2914	4534	3149	1942	2829	2886	4559	4232	CAGL0I03718g
1379	1341	1512	1237	1346	1480	1493	1126	1412	922	701	679	678	959	704	572	769	941	971	913	CAGL0I03740g
4204	3469	5388	3420	4280	3777	4045	2551	4485	1949	1732	2581	2769	2275	2831	1804	2044	2469	1522	1444	CAGL0I03762g
643	635	822	650	781	788	825	575	601	420	378	431	385	496	359	278	447	498	550	548	CAGL0I03784g
1013	872	1438	1232	1190	1013	1109	715	930	422	480	948	589	922	636	462	541	574	498	416	CAGL0I03806g
5583	4322	7067	4444	5790	5001	6045	4035	5811	2565	2020	2805	2911	2678	3365	2936	2230	2417	2088	1928	CAGL0I03828g
799	580	855	666	764	834	851	727	719	545	394	588	450	465	517	481	544	641	388	351	CAGL0I03850g
1016	677	604	423	685	595	658	467	360	227	196	313	215	279	340	285	283	289	447	361	CAGL0I03872g
1341	1183	1549	1151	1329	1392	1341	988	1396	1053	586	985	772	769	982	990	942	1016	325	258	CAGL0I03894g
5240	4923	5819	4724	5416	6047	5590	3525	4986	2205	3172	4367	3580	4740	4007	2000	3290	3709	5085	5184	CAGL0I03916g
2837	2671	3020	2373	2981	3319	3217	2085	2366	1370	1481	1757	1416	2103	1746	1324	1515	1619	4159	4265	CAGL0I03938g
6696	6818	6669	4702	6695	6588	7372	4430	5208	2087	3168	3628	2793	4694	3517	1947	2659	2953	8380	8033	CAGL0I03960g
429	371	331	206	346	298	338	264	251	153	144	183	109	192	113	67	155	219	618	709	CAGL0I04004g
70	52	53	29	42	51	46	56	25	31	22	26	9	29	13	17	29	36	123	147	CAGL0I04015r
715	626	854	798	770	957	767	633	691	602	285	322	349	384	316	565	545	589	332	269	CAGL0I04026g
89	62	75	49	72	57	69	41	46	25	56	46	25	54	33	18	50	52	575	559	CAGL0I04048g
1942	1776	2360	1681	1983	2134	2392	1447	1869	985	1055	1549	973	1455	1094	842	1158	1282	988	841	CAGL0I04070g
4332	3788	4714	3327	4137	3798	4372	2473	3929	1437	2200	2788	1834	2376	1927	1179	1374	1529	2692	2668	CAGL0I04092g
1689	1699	1615	1188	1539	1704	1869	1162	1247	896	591	1016	424	789	588	734	653	704	2862	2473	CAGL0I04114g
880	759	1127	685	838	744	960	521	740	279	403	763	440	555	398	169	425	473	369	341	CAGL0I04125g
342	310	424	311	430	371	397	265	338	215	193	268	155	250	197	143	228	274	257	266	CAGL0I04136g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I04158r
938	534	1130	943	906	1019	746	1085	644	495	421	697	378	449	528	681	526	616	238	261	CAGL0I04180g
388	398	347	233	332	351	420	196	293	163	101	272	45	121	73	94	135	176	371	375	CAGL0I04202g
752	784	878	594	795	804	999	498	837	449	317	597	260	469	340	358	413	453	332	309	CAGL0I04224g
431	196	505	538	138	229	159	374	46	23	111	205	163	146	8	12	127	142	351	253	CAGL0I04246g
1130	1150	1555	1193	1294	1447	1357	839	1140	808	671	1068	374	944	396	583	830	863	1439	1520	CAGL0I04268g
1080	843	1682	1116	1180	1071	1003	730	1290	639	543	828	618	706	643	508	671	762	66	93	CAGL0I04290g
2647	2527	2661	1715	2994	2532	2664	1394	2402	965	908	1712	1032	1454	2049	1585	1042	1209	1080	905	CAGL0I04312g
1062	620	790	927	1700	2111	927	1169	942	515	512	1001	1457	1170	2580	1672	945	1287	236	235	CAGL0I04328g
576	549	568	447	567	515	533	323	538	270	331	391	317	397	396	266	278	304	442	414	CAGL0I04334g
21241	15215	27590	21246	22254	22739	19484	13225	25155	11231	12099	15570	17539	15706	19094	11403	9928	11522	2127	1947	CAGL0I04356g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I04378g
1174	988	1410	940	1107	1043	1313	791	1112	602	691	1067	696	797	721	537	609	715	566	554	CAGL0I04400g
727	579	671	565	578	653	800	443	694	621	282	502	252	372	324	560	418	439	539	451	CAGL0I04422g
847	804	823	681	1248	1447	630	481	533	256	343	438	398	552	896	546	291	358	1195	1241	CAGL0I04444g
1524	1350	1702	1305	1735	1683	1536	1095	1510	957	628	979	833	870	1119	1028	802	959	1067	965	CAGL0I04466g
2669	2667	4989	3129	3195	3010	2866	1420	3599	1129	1539	3634	701	2165	773	536	1600	1840	637	720	CAGL0I04488g
1488	1321	1372	1258	1686	2371	1458	1120	987	1449	477	651	567	770	918	2210	892	1056	4120	4221	CAGL0I04510g
2927	2457	2952	2036	2746	2370	2996	1603	2904	1276	973	1854	1319	1353	1452	1169	1257	1207	1006	907	CAGL0I04532g
4639	5749	1262	974	1834	1974	3962	1706	1312	1095	803	935	366	1210	1113	1655	854	864	5160	5250	CAGL0I04554g
210	212	116	81	147	133	149	67	93	81	69	92	69	125	73	77	81	94	220	196	CAGL0I04576g
1133	865	1340	869	1656	1438	1245	823	987	503	397	783	448	542	430	445	612	687	603	593	CAGL0I04598g
795	851	485	268	594	566	723	310	374	158	183	328	85	313	175	129	165	193	1465	1454	CAGL0I04620g
2085	1811	2058	1387	2076	1724	1740	1017	1648	625	545	1167	660	805	930	640	741	712	736	571	CAGL0I04642g
8	9	5	4	2	1	2	1	2	2	1	5	1	4	3	1	1	0	16	12	CAGL0I04664g
9787	8212	10395	8187	6961	7714	9804	7690	7281	5161	3979	5843	3287	4823	3265	3032	5080	5769	11393	10508	CAGL0I04686g
25	27	44	28	33	52	22	18	41	44	6	16	10	17	12	51	19	45	28	25	CAGL0I04700r
1	0	1	0	1	0	2	2	38	1	0	2	0	0	2	0	0	2	0	1	CAGL0I04704r
952	825	1012	677	821	866	902	559	775	422	441	599	418	578	371	285	363	425	1253	1247	CAGL0I04708g
4187	2152	5891	4219	4439	4118	2743	2247	4052	2149	1742	3378	3565	2239	3406	2704	2328	2731	545	573	CAGL0I04730g
3969	3561	7280	5228	5288	5543	4523	2529	5299	2654	2202	4930	1171	3005	1636	1805	3441	3805	506	607	CAGL0I04752g
2642	1906	2303	1411	2554	1924	2038	1121	1553	646	858	1142	965	1100	1592	779	702	753	1078	1019	CAGL0I04774g
827	665	871	551	1085	1186	805	580	482	329	417	357	235	510	286	273	364	457	1316	1441	CAGL0I04796g
2833	2452	3510	2467	3997	3433	2646	1438	2719	1182	1160	1905	1221	1529	2317	1798	1001	1011	2369	2442	CAGL0I04818g
55	46	83	67	69	38	79	34	74	24	32	105	21	34	38	31	42	43	48	52	CAGL0I04840g
4300	3318	6433	4248	4145	3554	3482	1871	4218	1290	2378	3854	1555	2980	2331	1573	2132	2360	2598	2695	CAGL0I04862g
3285	3306	3868	2522	3432	3182	4441	3019	3277	1571	1808	2328	1418	2494	1809	1169	1594	1636	2713	2556	CAGL0I04884g
2248	2485	2577	1622	2399	2253	2981	2124	2275	1209	831	1350	672	1240	883	668	1218	1288	2098	2041	CAGL0I04906g
146	108	181	124	210	200	167	130	135	57	51	110	39	67	73	45	81	95	107	109	CAGL0I04928g
995	952	1017	688	949	845	1275	624	886	331	235	562	245	366	371	341	281	309	638	560	CAGL0I04950g
160	127	158	142	145	150	154	105	124	97	96	113	73	83	96	118	87	80	199	216	CAGL0I04972g
18506	16688	22647	17497	16614	19340	10434	8705	9635	2636	11580	8601	2021	9457	6726	3528	5460	5548	15553	16544	CAGL0I04994g
3562	2517	6142	4463	4177	4262	3771	3036	5108	2289	2286	3263	3176	2961	2518	1778	2037	2395	454	491	CAGL0I05016g
5442	3790	6724	5129	6136	6281	4301	3636	5411	3592	2639	3737	3699	3804	4243	4304	3300	3670	1987	1810	CAGL0I05038g
80	238	43	31	123	64	176	66	120	104	25	47	28	46	21	19	42	55	595	546	CAGL0I05060g
3077	1730	3524	2860	2054	2198	2117	1506	1487	741	2211	2864	972	2248	1282	1316	1070	1178	2518	2005	CAGL0I05082g
1992	1532	2053	1331	1770	1466	1820	865	1382	244	1247	1454	750	1330	942	224	486	567	1321	1412	CAGL0I05098g
483	405	760	453	556	545	533	366	427	232	270	427	217	358	191	126	263	259	324	332	CAGL0I05104g
3222	2793	4557	2576	3702	2822	3978	1907	4146	1254	1857	2754	2397	2332	2485	1082	1407	1551	609	488	CAGL0I05126g
943	1558	961	616	1074	1092	675	314	248	108	598	549	69	582	182	151	418	441	4909	5187	CAGL0I05148g
3634	2893	3739	2770	5600	6286	3491	2526	2977	1750	1845	2901	1017	2443	2862	3219	1626	1743	2857	2572	CAGL0I05170g
2088	1715	2505	1731	2188	2000	2381	1477	2043	1486	896	1654	1091	1175	1484	1572	1169	1282	1283	1247	CAGL0I05192g
840	991	706	569	725	807	1021	591	716	341	484	527	253	533	294	224	343	327	1143	1209	CAGL0I05214g
2189	2582	1965	1473	2327	2522	2643	1598	1653	842	1131	1274	641	1563	1081	692	877	881	5206	5118	CAGL0I05236g
1236	986	1215	885	1204	1069	1181	628	1126	646	530	916	607	686	669	568	516	534	931	869	CAGL0I05258g
791	752	664	555	653	809	735	495	662	541	321	423	277	458	346	505	486	540	849	792	CAGL0I05280g
1400	1284	1392	992	1456	1293	1708	853	1480	618	300	832	322	419	489	539	463	535	417	332	CAGL0I05302g
772	676	878	571	802	743	794	480	714	376	210	543	250	341	376	430	437	453	486	505	CAGL0I05324g
1	2	0	2	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	CAGL0I05346r
0	0	0	1	0	1	0	3	0	0	0	1	1	1	0	0	2	1	0	0	CAGL0I05368r
2188	1698	1693	1395	2297	2397	1473	1047	1173	748	419	624	437	556	1125	1201	834	905	3938	3705	CAGL0I05390g
2406	1759	2677	2051	2340	2180	2278	1421	2560	1064	529	1758	713	761	835	1010	905	1003	961	972	CAGL0I05412g
607	418	718	463	622	483	648	387	645	200	285	389	353	348	371	152	210	243	242	232	CAGL0I05434g
649	529	798	547	688	674	748	513	635	543	275	454	375	445	469	501	395	478	346	348	CAGL0I05456g
1144	912	1146	808	1155	1105	1109	719	855	462	473	691	551	711	707	429	524	605	906	878	CAGL0I05478g
3032	1867	3919	2980	3209	2990	2632	2212	2936	2188	1394	2105	2388	1919	2577	2471	1981	2310	270	287	CAGL0I05500g
1616	1062	1581	1207	906	961	1559	1128	977	702	356	797	443	372	571	767	827	964	1057	869	CAGL0I05522g
885	847	1006	647	874	816	1134	765	913	468	423	514	519	550	584	377	400	491	379	330	CAGL0I05544g
1438	1064	2123	1167	1727	1469	1616	853	1405	416	891	917	856	1069	698	279	661	615	381	389	CAGL0I05566g
1217	824	1878	1327	1420	1285	1144	831	1305	717	583	911	1036	848	906	715	745	972	85	62	CAGL0I05588g
95	139	30	29	146	154	109	49	30	28	6	19	7	36	167	170	29	31	860	1017	CAGL0I05610g
1355	1375	1144	786	1209	1115	1382	707	1095	472	465	678	430	619	561	356	466	486	1580	1530	CAGL0I05632g
1320	921	2066	1602	1581	1441	1448	1238	1898	1244	714	1434	1174	1027	1098	1016	1000	1133	245	199	CAGL0I05654g
256	208	358	264	291	253	231	219	241	100	98	161	124	128	102	89	84	100	51	51	CAGL0I05676g
1246	1396	1080	711	1311	1363	1246	568	986	396	515	682	457	816	625	368	388	403	1831	1690	CAGL0I05698g
6378	5519	9288	7323	7404	9049	7208	5224	6323	3647	3947	4936	3218	5113	2867	2327	4133	4729	3362	3090	CAGL0I05720g
374	309	413	296	398	376	412	264	374	230	242	295	243	253	281	257	213	233	419	406	CAGL0I05742g
1313	887	1504	1364	1329	1479	1279	858	1205	951	485	923	574	528	701	1130	763	813	707	612	CAGL0I05764g
1129	1027	1185	942	1096	1084	1384	803	936	473	505	726	502	680	601	558	518	555	1264	1121	CAGL0I05786g
382	334	377	295	381	360	395	287	234	129	160	246	156	188	199	137	164	196	642	623	CAGL0I05808g
1376	1401	1216	923	1523	1535	1553	1072	1045	716	582	776	339	804	665	727	561	621	1607	1423	CAGL0I05830g
890	729	799	588	1027	928	589	364	567	282	206	305	297	325	613	552	321	321	937	718	CAGL0I05852g
2578	2171	1914	1152	2173	2104	1741	716	609	248	743	687	413	1372	1116	437	834	919	5601	5496	CAGL0I05874g
1019	966	720	547	1025	997	1022	626	719	397	298	413	189	390	446	440	261	349	2770	2732	CAGL0I05896g
991	849	1295	947	1247	1334	1064	731	973	452	630	643	747	909	642	373	568	675	597	512	CAGL0I05918g
100	149	46	47	64	111	96	57	62	63	43	49	11	50	40	88	65	67	640	663	CAGL0I05934g
1759	1611	1684	1343	3607	4041	1797	1112	1378	782	872	1143	859	1233	4788	3394	905	1056	1013	909	CAGL0I05940g
1653	1705	1156	812	1736	1789	1715	933	1142	875	661	838	424	857	889	1024	679	698	4748	4623	CAGL0I05962g
583	494	496	348	432	417	500	343	355	251	188	291	132	207	275	362	291	333	617	641	CAGL0I05984g
2634	1477	4296	3798	3022	3509	2576	2517	3147	2187	1497	2701	2747	1852	2797	2394	1690	1996	87	83	CAGL0I06006g
505	493	482	364	417	402	516	237	372	159	219	243	150	236	217	179	221	219	583	561	CAGL0I06028g
50272	98520	169822	125874	46813	74754	97647	30963	106116	35977	113472	126012	6044	143536	5084	4637	140022	154566	19356	39668	CAGL0I06050g
1176	1423	1301	837	1231	1149	1666	779	1205	491	547	754	279	710	362	306	450	508	1784	1535	CAGL0I06072g
999	1175	698	488	691	731	1090	541	453	241	355	331	110	487	342	300	404	423	2160	2086	CAGL0I06094g
113	114	114	66	128	105	111	56	95	31	21	33	12	17	20	11	5	6	20	25	CAGL0I06116g
340	266	303	242	309	296	314	168	229	102	184	263	164	217	308	274	235	279	837	733	CAGL0I06138g
18496	12230	17254	13935	18014	17910	10920	8260	10720	6217	4894	5642	6826	7240	11539	10846	6334	7410	5989	5462	CAGL0I06160g
2332	2721	2664	2631	2898	3146	2713	2120	2488	1621	1079	1300	1199	1409	1532	1519	1262	1396	4478	4485	CAGL0I06182g
1819	1870	2408	2314	2451	2571	1923	1729	2305	1746	935	1119	1104	1099	1127	1260	905	1007	2108	2042	CAGL0I06204g
337	253	415	226	312	317	308	292	258	144	85	214	84	117	131	111	116	145	109	96	CAGL0I06226g
1288	1091	1572	965	1277	1117	1336	733	1211	493	585	1194	674	777	825	576	534	662	413	373	CAGL0I06248g
4667	3772	5852	3750	3822	3290	4850	3162	4033	2281	2107	2666	2120	2465	1830	1433	2521	2862	5500	5565	CAGL0I06270g
487	460	412	328	312	317	397	280	333	159	151	257	135	234	197	169	209	253	653	649	CAGL0I06292g
1079	974	1183	755	1044	906	1161	705	878	456	356	746	331	447	382	369	424	481	616	628	CAGL0I06314g
1963	1373	3219	2221	2404	2445	2196	1541	2077	1241	1179	1879	1375	1388	1220	1130	1368	1596	599	484	CAGL0I06336g
1279	1027	1352	811	1256	1089	1454	774	1236	398	282	807	231	358	389	348	481	516	882	842	CAGL0I06358g
2012	1468	2038	1632	1567	1689	2221	1800	1930	926	370	1027	470	426	473	609	642	604	969	873	CAGL0I06380g
1107	1141	1123	830	1045	1122	1307	938	970	608	683	683	533	969	520	471	560	636	2047	1943	CAGL0I06402g
750	786	826	592	765	789	890	523	623	330	293	662	184	546	234	236	440	494	1802	2002	CAGL0I06424g
552	485	615	409	581	603	580	383	514	298	265	379	242	287	273	266	223	245	316	312	CAGL0I06446g
420	342	471	383	388	532	406	344	336	351	152	303	168	261	251	317	299	333	633	630	CAGL0I06457g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I06468r
2244	1242	2982	2425	2431	2420	1770	1718	2197	1248	1034	1588	2098	1481	2045	1565	1309	1638	255	257	CAGL0I06490g
1986	1907	2114	1355	1893	1688	2296	1202	1998	726	605	1340	568	900	763	582	807	855	1085	1031	CAGL0I06512g
1571	1445	2256	1479	2037	2038	1886	1285	1288	687	864	1099	741	1113	622	509	944	989	1553	1466	CAGL0I06534g
692	600	528	317	548	497	772	405	404	207	265	324	180	347	197	170	227	299	972	898	CAGL0I06556g
774	834	755	524	750	740	831	538	541	386	360	431	245	444	340	496	451	432	1152	1114	CAGL0I06578g
2524	2233	3197	2490	2824	2993	2736	1930	2669	1741	1130	1902	1243	1522	1501	1505	1485	1597	1275	1173	CAGL0I06600g
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	CAGL0I06622r
110	20	692	428	277	367	45	133	12	18	122	18	128	131	891	928	27	25	20	17	CAGL0I06644g
1115	980	1103	885	985	1083	1194	756	1017	793	496	908	602	607	694	771	649	698	646	574	CAGL0I06666g
1816	1441	2134	1507	1972	1557	1947	1203	1799	1047	730	1252	955	1002	1200	936	833	934	896	863	CAGL0I06688g
223	149	204	126	206	176	195	111	156	90	38	96	43	68	60	52	50	46	112	80	CAGL0I06710g
1560	1171	1724	1341	1588	1647	1475	1051	1406	884	560	1075	784	789	1061	942	803	930	964	936	CAGL0I06721g
3920	1822	6736	7916	2958	7659	1819	2958	1009	472	1358	1986	990	3120	1904	1495	686	848	4724	2685	CAGL0I06743g
578	648	717	576	524	533	727	361	637	268	314	483	144	344	151	152	278	319	596	487	CAGL0I06765g
646	873	880	559	721	695	1014	685	805	301	354	442	187	489	206	109	290	313	640	533	CAGL0I06787g
206	239	244	164	155	124	153	99	91	73	83	87	25	91	56	45	124	121	614	635	CAGL0I06809g
2209	1911	3365	1953	3629	2947	2395	1429	2168	825	1533	1612	1459	2036	1169	513	925	1148	1516	1492	CAGL0I06831g
752	638	780	585	719	629	788	491	713	319	290	480	300	365	307	279	260	290	547	458	CAGL0I06853g
397	361	400	387	454	494	495	310	335	336	213	309	244	324	267	329	282	321	479	539	CAGL0I06875g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I06897r
828	634	796	556	822	668	766	470	681	386	196	631	188	269	309	400	374	405	635	557	CAGL0I06919g
588	547	662	564	610	718	539	450	523	392	192	273	228	274	281	417	253	308	377	325	CAGL0I06941g
1403	1267	1536	1205	1751	1986	1443	1070	1357	962	777	876	862	1088	943	878	857	920	1748	1705	CAGL0I06963g
747	597	846	630	830	831	799	544	742	359	359	657	417	510	564	384	430	523	377	483	CAGL0I06985g
1235	1193	1020	769	971	966	1247	724	939	505	445	625	379	498	629	601	500	555	1108	1042	CAGL0I07007g
409	311	381	265	319	379	300	230	312	184	132	210	181	217	176	200	204	236	356	356	CAGL0I07029g
9537	6260	10187	9105	10073	12837	5944	5075	8754	5331	2886	5492	3437	3175	5437	7651	4755	4465	3827	3516	CAGL0I07051g
1510	1337	1717	1278	1412	1436	1779	1140	1382	865	792	1125	909	1162	1047	820	822	942	797	771	CAGL0I07073g
511	398	495	450	467	527	527	404	354	219	225	321	290	286	334	251	233	282	370	388	CAGL0I07095g
592	460	640	443	555	571	609	419	565	340	259	419	319	359	356	270	317	355	275	223	CAGL0I07117g
4773	4420	2910	2004	3121	3146	3684	2209	1947	1129	1489	1292	939	1897	1665	1216	1389	1620	7973	7815	CAGL0I07139g
1461	1387	1756	1103	1534	1528	1597	1006	1555	682	552	1014	564	779	772	583	601	689	1053	1082	CAGL0I07161g
2720	1913	2446	1867	2998	3075	2132	1618	2142	1148	732	1397	806	850	1767	2108	1027	991	1127	906	CAGL0I07183g
1040	1110	1147	764	1122	997	1050	546	940	498	507	730	407	731	494	491	508	561	1220	1226	CAGL0I07205g
14600	12714	15609	12533	13221	15653	15329	11332	9578	6669	6736	7293	6354	9107	5027	4835	8892	10375	17514	17017	CAGL0I07227g
19	32	12	20	27	45	27	10	5	6	4	5	6	8	7	9	8	10	323	342	CAGL0I07249g
763	772	790	683	823	880	929	557	640	399	411	542	249	569	318	338	391	416	1733	1500	CAGL0I07271g
323	252	381	269	296	280	330	198	251	105	130	200	167	177	208	190	235	230	116	92	CAGL0I07293g
446	332	570	412	462	413	442	269	417	200	260	353	262	375	279	161	264	270	240	215	CAGL0I07315g
1	0	1	0	0	0	1	1	3	0	0	1	4	1	1	0	0	0	0	0	CAGL0I07337r
308	322	592	412	360	440	379	173	441	334	229	459	92	319	42	50	359	415	111	191	CAGL0I07359g
633	679	968	619	758	702	638	257	603	161	290	703	101	493	140	127	396	386	501	533	CAGL0I07381g
1	2	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	CAGL0I07403r
9	4	9	10	7	11	8	3	4	2	4	4	0	7	5	5	4	7	20	36	CAGL0I07425g
10851	12225	24042	15367	12795	12101	14489	6099	19080	5404	11652	14051	3674	14718	2633	1263	8738	10189	1910	2631	CAGL0I07447g
213	167	143	102	225	148	173	75	101	61	60	113	91	88	133	112	51	62	156	172	CAGL0I07469g
